No,Animal_ID,Final_result,MERS_RNA_copiesPerml,Bionote_result,Viral Isolation
2212,L00014380,Negative,,Negative,Negative
2213,L00014381,Negative,,Negative,Negative
2214,L00014382,Negative,,Negative,Negative
2215,L00014383,Negative,,Negative,Negative
2216,L00014384,Negative,,Negative,Negative
2217,L00014385,Negative,,Negative,Negative
2218,L00014386,Negative,,Negative,Negative
2219,L00014387,Negative,,Negative,Negative
2220,L00014388,Negative,,Negative,Negative
2221,L00014389,Negative,,Negative,Negative
2222,L00014390,Negative,,Negative,Negative
2223,L00014391,Negative,,Negative,Negative
2224,L00014392,Negative,,Negative,Negative
2225,L00014393,Negative,,Negative,Negative
2226,L00014394,Negative,,Negative,Negative
2227,L00014395,Negative,,Negative,Negative
2228,L00014396,Negative,,Negative,Negative
2229,L00014397,Negative,,Negative,Negative
2230,L00014398,Negative,,Negative,Negative
2231,L00014399,Negative,,Negative,Negative
2232,L00014400,Negative,,Negative,Negative
2233,L00014401,Negative,,Negative,Negative
2234,L00014402,Negative,,Negative,Negative
2235,L00014403,Negative,,Negative,Negative
2236,L00014404,Negative,,Negative,Negative
2237,L00014405,Negative,,Negative,Negative
2238,L00014406,Negative,,Negative,Negative
2239,L00014407,Negative,,Negative,Negative
2240,L00014408,Negative,,Negative,Negative
2241,L00014409,Negative,,Negative,Negative
2242,L00014410,Negative,,Negative,Negative
2243,L00014411,Negative,,Negative,Negative
2244,L00014412,Negative,,Negative,Negative
2245,L00014413,Negative,,Negative,Negative
2246,L00014414,Negative,,Negative,Negative
2247,L00014415,Negative,,Negative,Negative
2248,L00014416,Negative,,Negative,Negative
2249,L00014417,Negative,,Negative,Negative
2250,L00014418,Negative,,Negative,Negative
2251,L00014419,Negative,,Negative,Negative
2252,L00014420,Negative,,Negative,Negative
2253,L00014421,Negative,,Negative,Negative
2254,L00014422,Negative,,Negative,Negative
2255,L00014423,Negative,,Negative,Negative
2256,L00014424,Negative,,Negative,Negative
2257,L00014425,Negative,,Negative,Negative
2258,L00014426,Negative,,Negative,Negative
2259,L00014427,Negative,,Negative,Negative
2260,L00014428,Negative,,Negative,Negative
2261,L00014429,Negative,,Negative,Negative
2262,L00014430,Negative,,Negative,Negative
2263,L00014431,Negative,,Negative,Negative
2264,L00014432,Negative,,Negative,Negative
2265,L00014433,Negative,,Negative,Negative
2266,L00014434,Negative,,Negative,Negative
2267,L00014435,Negative,,Negative,Negative
2268,L00014436,Negative,,Negative,Negative
2269,L00014437,Negative,,Negative,Negative
2270,L00014439,Negative,,Negative,Negative
2271,L00014440,Negative,,Negative,Negative
2272,L00014441,Negative,,Negative,Negative
2273,L00014442,Negative,,Negative,Negative
2274,L00014443,Negative,,Negative,Negative
2275,L00014444,Negative,,Negative,Negative
2276,L00014445,Negative,,Negative,Negative
2277,L00014446,Negative,,Negative,Negative
2278,L00014447,Negative,,Negative,Negative
2279,L00014448,Negative,,Negative,Negative
2280,L00014449,Negative,,Negative,Negative
2281,L00014450,Negative,,Negative,Negative
2282,L00014451,,,,
2283,L00014452,Negative,,Negative,Negative
2284,L00014453,Negative,,Negative,Negative
2285,L00014454,Negative,,Negative,Negative
2286,L00014455,Negative,,Negative,Negative
2287,L00014456,Negative,,Negative,Negative
2288,L00014457,Negative,,Negative,Negative
2289,L00014458,Negative,,Negative,Negative
2290,L00014459,Negative,,Negative,Negative
2291,L00014460,Negative,,Negative,Negative
2292,L00014461,Negative,,Negative,Negative
2293,L00014462,Negative,,Negative,Negative
2294,L00014463,Negative,,Negative,Negative
2295,L00014464,Negative,,Negative,Negative
2296,L00014465,Negative,,Negative,Negative
2297,L00014466,Negative,,Negative,Negative
2298,L00014467,Negative,,Negative,Negative
2299,L00014468,Negative,,Negative,Negative
2300,L00014469,Negative,,Negative,Negative
2301,L00014470,Negative,,Negative,Negative
2302,L00014471,Negative,,Negative,Negative
2303,L00014472,Negative,,Negative,Negative
2304,L00014473,Negative,,Negative,Negative
2305,L00014474,Negative,,Negative,Negative
2306,L00014475,Negative,,Negative,Negative
2307,L00014476,Negative,,Negative,Negative
2308,L00014477,Negative,,Negative,Negative
2309,L00014478,Negative,,Negative,Negative
2310,L00014479,Negative,,Negative,Negative
2311,L00014480,Negative,,Negative,Negative
2312,L00014481,Negative,,Negative,Negative
2313,L00014482,Negative,,Negative,Negative
2314,L00014483,Negative,,Negative,Negative
2315,L00014484,Negative,,Negative,Negative
2316,L00014485,Negative,,Negative,Negative
2317,L00014486,Negative,,Negative,Negative
2318,L00014487,Negative,,Negative,Negative
2319,L00014488,Negative,,Negative,Negative
2320,L00014489,Negative,,Negative,Negative
2321,L00014490,Negative,,Negative,Negative
2322,L00014491,Negative,,Negative,Negative
2323,L00014492,Negative,,Negative,Negative
2324,L00014493,Negative,,Negative,Negative
2325,L00014494,Negative,,Negative,Negative
2326,L00014495,Negative,,Negative,Negative
2327,L00014496,Negative,,Negative,Negative
2328,L00014497,Negative,,Negative,Negative
2329,L00014498,Negative,,Negative,Negative
2330,L00014499,Negative,,Negative,Negative
2331,L00014500,Negative,,Negative,Negative
2332,L00014501,Negative,,Negative,Negative
2333,L00014502,Negative,,Negative,Negative
2334,L00014503,Negative,,Negative,Negative
2335,L00014504,Negative,,Negative,Negative
2336,L00014505,Negative,,Negative,Negative
2337,L00014506,Negative,,Negative,Negative
2338,L00014507,Negative,,Negative,Negative
2339,L00014508,Negative,,Negative,Negative
2340,L00014509,Negative,,Negative,Negative
2341,L00014510,Negative,,Negative,Negative
2342,L00014511,Negative,,Negative,Negative
2343,L00014512,Negative,,Negative,Negative
2344,L00014513,Negative,,Negative,Negative
2345,L00014514,Negative,,Negative,Negative
2346,L00014515,Negative,,Negative,Negative
2347,L00014516,Negative,,Negative,Negative
2348,L00014517,Negative,,Negative,Negative
2349,L00014518,Negative,,Negative,Negative
2350,L00014519,Negative,,Negative,Negative
2351,L00014520,Negative,,Negative,Negative
2352,L00014521,Negative,,Negative,Negative
2353,L00014522,Negative,,Negative,Negative
2354,L00014523,Negative,,Negative,Negative
2355,L00014524,Negative,,Negative,Negative
2356,L00014525,Negative,,Negative,Negative
2357,L00014538,Negative,,Negative,Negative
2358,L00014539,Negative,,Negative,Negative
2359,L00014540,Negative,,Negative,Negative
2360,L00014541,Negative,,Negative,Negative
2361,L00014542,Negative,,Negative,Negative
2362,L00014543,Negative,,Negative,Negative
2363,L00014544,Negative,,Negative,Negative
2364,L00014545,Negative,,Negative,Negative
2365,L00014546,Negative,,Negative,Negative
2366,L00014547,Negative,,Negative,Negative
2367,L00014548,Negative,,Negative,Negative
2368,L00014549,Negative,,Negative,Negative
2369,L00014550,Negative,,Negative,Negative
2370,L00014551,Negative,,Negative,Negative
2371,L00014552,Negative,,Negative,Negative
2372,L00014553,Negative,,Negative,Negative
2373,L00014554,Negative,,Negative,Negative
2374,L00014555,Negative,,Negative,Negative
2375,L00014556,Negative,,Negative,Negative
2376,L00014557,Negative,,Negative,Negative
2377,L00014558,Negative,,Negative,Negative
2378,L00014559,Negative,,Negative,Negative
2379,L00014560,Negative,,Negative,Negative
2380,L00014561,Negative,,Negative,Negative
2381,L00014562,Negative,,Negative,Negative
2382,L00014563,Negative,,Negative,Negative
2383,L00014564,Negative,,Negative,Negative
2384,L00014565,Negative,,Negative,Negative
2385,L00014566,Negative,,Negative,Negative
2386,L00014567,Negative,,Negative,Negative
2387,L00014568,Negative,,Negative,Negative
2388,L00014569,Negative,,Negative,Negative
2389,L00014570,Negative,,Negative,Negative
2390,L00014571,Negative,,Negative,Negative
2391,L00014572,Negative,,Negative,Negative
2392,L00014573,Negative,,Negative,Negative
2393,L00014574,Negative,,Negative,Negative
2394,L00014575,Negative,,Negative,Negative
2395,L00014576,Negative,,Negative,Negative
2396,L00014577,Negative,,Negative,Negative
2397,L00014578,Negative,,Negative,Negative
2398,L00014579,Negative,,Negative,Negative
2399,L00014580,Negative,,Negative,Negative
2400,L00014581,Negative,,Negative,Negative
2401,L00014582,Negative,,Negative,Negative
2402,L00014583,Negative,,Negative,Negative
2403,L00014584,Negative,,Negative,Negative
2404,L00014585,Negative,,Negative,Negative
2405,L00014586,Negative,,Negative,Negative
2406,L00014587,Negative,,Negative,Negative
2407,L00014588,Negative,,Negative,Negative
2408,L00014589,Negative,,Negative,Negative
2409,L00014590,Negative,,Negative,Negative
2410,L00014591,Negative,,Negative,Negative
2411,L00014592,Negative,,Negative,Negative
2412,L00014593,Negative,,Negative,Negative
2413,L00014594,Negative,,Negative,Negative
2414,L00014595,Negative,,Negative,Negative
2415,L00014596,Negative,,Negative,Negative
2416,L00014597,Negative,,Negative,Negative
2417,L00014598,Negative,,Negative,Negative
2418,L00014599,Negative,,Negative,Negative
2419,L00014600,Negative,,Negative,Negative
2420,L00014601,Negative,,Negative,Negative
2421,L00014602,Negative,,Negative,Negative
2422,L00014603,Negative,,Negative,Negative
2423,L00014604,Negative,,Negative,Negative
2424,L00014605,Negative,,Negative,Negative
2425,L00014606,Negative,,Negative,Negative
2426,L00014607,Negative,,Negative,Negative
2427,L00014608,Negative,,Negative,Negative
2428,L00014609,Negative,,Negative,Negative
2429,L00014610,Negative,,Negative,Negative
2430,L00014611,Negative,,Negative,Negative
2431,L00014612,Negative,,Negative,Negative
2432,L00014613,Negative,,Negative,Negative
2433,L00014614,Negative,,Negative,Negative
2434,L00014615,Negative,,Negative,Negative
2435,L00014616,Negative,,Negative,Negative
2436,L00014617,Negative,,Negative,Negative
2437,L00014618,Negative,,Negative,Negative
2438,L00014619,Negative,,Negative,Negative
2439,L00014620,Negative,,Negative,Negative
2440,L00014621,Negative,,Negative,Negative
2441,L00014622,Negative,,Negative,Negative
2442,L00014623,Negative,,Negative,Negative
2443,L00014624,Negative,,Negative,Negative
2444,L00014625,Negative,,Negative,Negative
2445,L00014626,Negative,,Negative,Negative
2446,L00014628,Negative,,Negative,Negative
2447,L00014629,Negative,,Negative,Negative
2448,L00014630,Negative,,Negative,Negative
2449,L00014631,Negative,,Negative,Negative
2450,L00014632,Negative,,Negative,Negative
2451,L00014633,Negative,,Negative,Negative
2452,L00014634,Negative,,Negative,Negative
2453,L00014635,Negative,,Negative,Negative
2454,L00014636,Negative,,Negative,Negative
2455,L00014637,Negative,,Negative,Negative
2456,L00014638,Negative,,Negative,Negative
2457,L00014639,Negative,,Negative,Negative
2458,L00014640,Negative,,Negative,Negative
2459,L00014641,Negative,,Negative,Negative
2460,L00014642,Negative,,Negative,Negative
2461,L00014643,Negative,,Negative,Negative
2462,L00014627,Negative,,Negative,Negative
2463,L00014644,Negative,,Negative,Negative
2464,L00014645,Negative,,Negative,Negative
2465,L00014646,Negative,,Negative,Negative
2466,L00014647,Negative,,Negative,Negative
2467,L00014648,Negative,,Negative,Negative
2468,L00014649,Negative,,Negative,Negative
2469,L00014650,Negative,,Negative,Negative
2470,L00014651,Negative,,Negative,Negative
2471,L00014652,Negative,,Negative,Negative
2472,L00014653,Negative,,Negative,Negative
2473,L00014654,Negative,,Negative,Negative
2474,L00014657,Negative,,Negative,Negative
2475,L00014658,Negative,,Negative,Negative
2476,L00014659,Negative,,Negative,Negative
2477,L00014660,Negative,,Negative,Negative
2478,L00014661,Negative,,Negative,Negative
2479,L00014662,Negative,,Negative,Negative
2480,L00014663,Negative,,Negative,Negative
2481,L00014664,Negative,,Negative,Negative
2482,L00014665,Negative,,Negative,Negative
2483,L00014666,Negative,,Negative,Negative
2484,L00014667,Negative,,Negative,Negative
2485,L00014668,Negative,,Negative,Negative
2486,L00014656,Negative,,Negative,Negative
2487,L00014669,Negative,,Negative,Negative
2488,L00014670,Negative,,Negative,Negative
2489,L00014671,Negative,,Negative,Negative
2490,L00014672,Negative,,Negative,Negative
2491,L00014673,Negative,,Negative,Negative
2492,L00014674,Negative,,Negative,Negative
2493,L00014675,Negative,,Negative,Negative
2494,L00014676,Negative,,Negative,Negative
2495,L00014677,Negative,,Negative,Negative
2496,L00014678,Negative,,Negative,Negative
2497,L00014679,Negative,,Negative,Negative
2498,L00014680,Negative,,Negative,Negative
2499,L00014681,Negative,,Negative,Negative
2500,L00014682,Negative,,Negative,Negative
2501,L00014683,Negative,,Negative,Negative
2502,L00014684,Negative,,Negative,Negative
2503,L00014685,Negative,,Negative,Negative
2504,L00014686,Negative,,Negative,Negative
2505,L00014687,Negative,,Negative,Negative
2506,L00014688,Negative,,Negative,Negative
2507,L00014689,Negative,,Negative,Negative
2508,L00014690,Negative,,Negative,Negative
2509,L00014691,Negative,,Negative,Negative
2510,L00014692,Negative,,Negative,Negative
2511,L00014693,Negative,,Negative,Negative
2512,L00014694,Negative,,Negative,Negative
2513,L00014695,Negative,,Negative,Negative
2514,L00014696,Negative,,Negative,Negative
2515,L00014697,Negative,,Negative,Negative
2516,L00014698,Negative,,Negative,Negative
2517,L00014699,Negative,,Negative,Negative
2518,L00014700,Negative,,Negative,Negative
2519,L00014701,Negative,,Negative,Negative
2520,L00014702,Negative,,Negative,Negative
2521,L00014703,Negative,,Negative,Negative
2522,L00014704,Negative,,Negative,Negative
2523,L00014705,Negative,,Negative,Negative
2524,L00014706,Negative,,Negative,Negative
2525,L00014707,Negative,,Negative,Negative
2526,L00014708,Negative,,Negative,Negative
2527,L00014709,Negative,,Negative,Negative
2528,L00014710,Negative,,Negative,Negative
2529,L00014711,Negative,,Negative,Negative
2530,L00014712,Negative,,Negative,Negative
2531,L00014713,Negative,,Negative,Negative
2532,L00014714,Negative,,Negative,Negative
2533,L00014715,Negative,,Negative,Negative
2534,L00014716,Negative,,Negative,Negative
2535,L00014717,Negative,,Negative,Negative
2536,L00014718,Negative,,Negative,Negative
2537,L00014719,Negative,,Negative,Negative
2538,L00014722,Negative,,Negative,Negative
2539,L00014723,Negative,,Negative,Negative
2540,L00014724,Negative,,Negative,Negative
2541,L00014725,Negative,,Negative,Negative
2542,L00014726,Negative,,Negative,Negative
2543,L00014727,Negative,,Negative,Negative
2544,L00014728,Negative,,Negative,Negative
2545,L00014729,Negative,,Negative,Negative
2546,L00014730,Negative,,Negative,Negative
2547,L00014731,Negative,,Negative,Negative
2548,L00014720,Negative,,Negative,Negative
2549,L00014732,Negative,,Negative,Negative
2550,L00014733,Negative,,Negative,Negative
2551,L00014734,Negative,,Negative,Negative
2552,L00014735,Negative,,Negative,Negative
2553,L00014736,Negative,,Negative,Negative
2554,L00014737,Negative,,Negative,Negative
2555,L00014738,Negative,,Negative,Negative
2556,L00014739,Negative,,Negative,Negative
2557,L00014740,Negative,,Negative,Negative
2558,L00014741,Negative,,Negative,Negative
2559,L00014742,Negative,,Negative,Negative
2560,L00014743,Negative,,Negative,Negative
2561,L00014744,Negative,,Negative,Negative
2562,L00014745,Negative,,Negative,Negative
2563,L00014746,Negative,,Negative,Negative
2564,L00014747,Negative,,Negative,Negative
2565,L00014748,Negative,,Negative,Negative
2566,L00014749,Negative,,Negative,Negative
2567,L00014750,Negative,,Negative,Negative
2568,L00014751,Negative,,Negative,Negative
2569,L00014752,Negative,,Negative,Negative
2570,L00014753,Negative,,Negative,Negative
2571,L00014754,Negative,,Negative,Negative
2572,L00014755,Negative,,Negative,Negative
2573,L00014756,Negative,,Negative,Negative
2574,L00014757,Negative,,Negative,Negative
2575,L00014758,Negative,,Negative,Negative
2576,L00014759,Negative,,Negative,Negative
2577,L00014760,Negative,,Negative,Negative
2578,L00014761,Negative,,Negative,Negative
2579,L00014762,Negative,,Negative,Negative
2580,L00014763,Negative,,Negative,Negative
2581,L00014764,Negative,,Negative,Negative
2582,L00014765,Negative,,Negative,Negative
2583,L00014766,Negative,,Negative,Negative
2584,L00014767,Negative,,Negative,Negative
2585,L00014768,Negative,,Negative,Negative
2586,L00014769,Negative,,Negative,Negative
2587,L00014770,Negative,,Negative,Negative
2588,L00014771,Negative,,Negative,Negative
2589,L00014772,Negative,,Negative,Negative
2590,L00014773,Negative,,Negative,Negative
2591,L00014774,Negative,,Negative,Negative
2592,L00014775,Negative,,Negative,Negative
2593,L00014776,Negative,,Negative,Negative
2594,L00014777,Negative,,Negative,Negative
2595,L00014779,Negative,,Negative,Negative
2596,L00014780,Negative,,Negative,Negative
2597,L00014781,Negative,,Negative,Negative
2598,L00014782,Negative,,Negative,Negative
2599,L00014783,Negative,,Negative,Negative
2600,L00014784,Negative,,Negative,Negative
2601,L00014785,Negative,,Negative,Negative
2602,L00014786,Negative,,Negative,Negative
2603,L00014787,Negative,,Negative,Negative
2604,L00014788,Negative,,Negative,Negative
2605,L00014789,Negative,,Negative,Negative
2606,L00014778,Negative,,Negative,Negative
2607,L00014790,Negative,,Negative,Negative
2608,L00014791,Negative,,Negative,Negative
2609,L00014792,Negative,,Negative,Negative
2610,L00014793,Negative,,Negative,Negative
2611,L00014794,Negative,,Negative,Negative
2612,L00014795,Negative,,Negative,Negative
2613,L00014796,Negative,,Negative,Negative
2614,L00014804,Negative,,Negative,Negative
2615,L00014801,Negative,,Negative,Negative
2616,L00014803,Negative,,Negative,Negative
2617,L00014799,Negative,,Negative,Negative
2618,L00014805,Negative,,Negative,Negative
2619,L00014802,Negative,,Negative,Negative
2620,L00014813,Negative,,Negative,Negative
2621,L00014812,Negative,,Negative,Negative
2622,L00014811,Negative,,Negative,Negative
2623,L00014815,Negative,,Negative,Negative
2624,L00014819,Negative,,Negative,Negative
2625,L00014820,Negative,,Negative,Negative
2626,L00014814,Negative,,Negative,Negative
2627,L00014816,Negative,,Negative,Negative
2628,L00014818,Negative,,Negative,Negative
2629,L00014817,Negative,,Negative,Negative
2630,L00014821,Negative,,Negative,Negative
2631,L00014822,Negative,,Negative,Negative
2632,L00014823,Negative,,Negative,Negative
2633,L00014824,Negative,,Negative,Negative
2634,L00014825,Negative,,Negative,Negative
2635,L00014826,Negative,,Negative,Negative
2636,L00014827,Negative,,Negative,Negative
2637,L00014828,Negative,,Negative,Negative
2638,L00014829,Negative,,Negative,Negative
2639,L00014830,Negative,,Negative,Negative
2640,L00014831,Negative,,Negative,Negative
2641,L00014839,Negative,,Negative,Negative
2642,L00014840,Negative,,Negative,Negative
2643,L00014841,Negative,,Negative,Negative
2644,L00014842,Negative,,Negative,Negative
2645,L00014833,Negative,,Negative,Negative
2646,L00014834,Negative,,Negative,Negative
2647,L00014835,Negative,,Negative,Negative
2648,L00014836,Negative,,Negative,Negative
2649,L00014837,Negative,,Negative,Negative
2650,L00014838,Negative,,Negative,Negative
2651,L00014845,Negative,,Negative,Negative
2652,L00014846,Negative,,Negative,Negative
2653,L00014847,Negative,,Negative,Negative
2654,L00014848,Negative,,Negative,Negative
2655,L00014849,Negative,,Negative,Negative
2656,L00014850,Negative,,Negative,Negative
2657,L00014851,Negative,,Negative,Negative
2658,L00014852,Negative,,Negative,Negative
2659,L00014853,Negative,,Negative,Negative
2660,L00014854,Negative,,Negative,Negative
2661,L00014855,Negative,,Negative,Negative
2662,L00014856,Negative,,Negative,Negative
2663,L00014857,Negative,,Negative,Negative
2664,L00014858,Negative,,Negative,Negative
2665,L00014859,Negative,,Negative,Negative
2666,L00014860,Negative,,Negative,Negative
2667,L00014861,Negative,,Negative,Negative
2668,L00014862,Negative,,Negative,Negative
2669,L00014863,Negative,,Negative,Negative
2670,L00014864,Negative,,Negative,Negative
2671,L00014865,Negative,,Negative,Negative
2672,L00014866,Negative,,Negative,Negative
2673,L00014867,Negative,,Negative,Negative
2674,L00014868,Negative,,Negative,Negative
2675,L00014869,Negative,,Negative,Negative
2676,L00014870,Negative,,Negative,Negative
2677,L00014871,Negative,,Negative,Negative
2678,L00014872,Negative,,Negative,Negative
2679,L00014873,Negative,,Negative,Negative
2680,L00014874,Negative,,Negative,Negative
2681,L00014843,Negative,,Negative,Negative
2682,L00014875,Negative,,Negative,Negative
2683,L00014876,Negative,,Negative,Negative
2684,L00014877,Negative,,Negative,Negative
2685,L00014878,Negative,,Negative,Negative
2686,L00014879,Negative,,Negative,Negative
2687,L00014880,Negative,,Negative,Negative
2688,L00014881,Negative,,Negative,Negative
2689,L00014882,Negative,,Negative,Negative
2690,L00014883,Negative,,Negative,Negative
2691,L00014884,Negative,,Negative,Negative
2692,L00014885,Negative,,Negative,Negative
2693,L00014721,Negative,,Negative,Negative
2694,L00014886,Negative,,Negative,Negative
2695,L00014887,Negative,,Negative,Negative
2696,L00014888,Negative,,Negative,Negative
2697,L00014889,Negative,,Negative,Negative
2698,L00014890,Negative,,Negative,Negative
2699,L00014891,Negative,,Negative,Negative
2700,L00014892,Negative,,Negative,Negative
2701,L00014893,Negative,,Negative,Negative
2702,L00014894,Negative,,Negative,Negative
2703,L00014895,Negative,,Negative,Negative
2704,L00014898,Negative,,Negative,Negative
2705,L00014899,Negative,,Negative,Negative
2706,L00014900,Negative,,Negative,Negative
2707,L00014901,Negative,,Negative,Negative
2708,L00014902,Negative,,Negative,Negative
2709,L00014903,Negative,,Negative,Negative
2710,L00014904,Negative,,Negative,Negative
2711,L00014905,Negative,,Negative,Negative
2712,L00014906,Negative,,Negative,Negative
2713,L00014907,Negative,,Negative,Negative
2714,L00014896,Negative,,Negative,Negative
2715,L00014908,Negative,,Negative,Negative
2716,L00014909,Negative,,Negative,Negative
2717,L00014910,Negative,,Negative,Negative
2718,L00014911,Negative,,Negative,Negative
2719,L00014912,Negative,,Negative,Negative
2720,L00014913,Negative,,Negative,Negative
2721,L00014914,Negative,,Negative,Negative
2722,L00014915,Negative,,Negative,Negative
2723,L00014918,Negative,,Negative,Negative
2724,L00014919,Negative,,Negative,Negative
2725,L00014920,Negative,,Negative,Negative
2726,L00014921,Negative,,Negative,Negative
2727,L00014922,Negative,,Negative,Negative
2728,L00014923,Negative,,Negative,Negative
2729,L00014924,Negative,,Negative,Negative
2730,L00014925,Negative,,Negative,Negative
2731,L00014916,Negative,,Negative,Negative
2732,L00014917,Negative,,Negative,Negative
2733,L00014897,Negative,,Negative,Negative
2734,L00014927,Negative,,Negative,Negative
2735,L00014928,Negative,,Negative,Negative
2736,L00014929,Negative,,Negative,Negative
2737,L00014930,Negative,,Negative,Negative
2738,L00014931,Negative,,Negative,Negative
2739,L00014932,Negative,,Negative,Negative
2740,L00014933,Negative,,Negative,Negative
2741,L00014934,Negative,,Negative,Negative
2742,L00014926,Negative,,Negative,Negative
2743,L00014935,Negative,,Negative,Negative
